Player name,Age,club,market value,League,position
Kevin Agudelo,24,Al-Nasr SC (UAE),3.0,UAE Pro League,Attacking Midfield
Keinan Davis,25,Udinese Calcio,3.0,Serie A,Centre-Forward
Josh Tymon,24,Swansea City,3.0,Championship,Left-Back
Philipp Max,29,Eintracht Frankfurt,3.0,Bundesliga,Left-Back
Ron Schallenberg,24,FC Schalke 04,3.0,2. Bundesliga,Defensive Midfield
Jordan Larsson,26,FC Copenhagen,3.0,Superliga,Centre-Forward
Bart Nieuwkoop,27,Feyenoord Rotterdam,3.0,Eredivisie,Right-Back
Mauro Perkovic,20,GNK Dinamo Zagreb,3.0,SuperSport HNL,Centre-Back
Sebastian Walukiewicz,23,FC Empoli,3.0,Serie A,Centre-Back
Gustavo Mantuan,22,Zenit St. Petersburg,3.0,Premier Liga,Left Winger
Khaled Narey,29,Al-Khaleej FC,3.0,Saudi Pro League,Right Winger
Iván Martín,24,Girona FC,3.0,LaLiga,Attacking Midfield
Lucas Halter,23,Botafogo de Futebol e Regatas,3.0,Série A,Centre-Back
Ismaël Kandouss,25,KAA Gent,3.0,Jupiler Pro League,Centre-Back
Lucas Blondel,26,CA Boca Juniors,3.0,Copa de la Liga,Right-Back
Rodrigo Ely,29,Grêmio Foot-Ball Porto Alegrense,3.0,Série A,Centre-Back
Mihailo Ristic,27,Celta de Vigo,3.0,LaLiga,Left-Back
Bruno Tabata,26,Qatar SC,3.0,Stars League,Right Winger
Munas Dabbur,31,Shabab Al-Ahli Club,3.0,UAE Pro League,Centre-Forward
Francisco Pizzini,29,CA Vélez Sarsfield,3.0,Copa de la Liga,Left Winger
Robin Hack,24,Borussia Mönchengladbach,3.0,Bundesliga,Left Winger
Phillipp Mwene,29,1.FSV Mainz 05,3.0,Bundesliga,Right-Back
Jindrich Stanek,27,SK Slavia Prague,3.0,Fortuna Liga,Goalkeeper
Modibo Sagnan,24,FC Utrecht,3.0,Eredivisie,Centre-Back
Mihael Zaper,25,HNK Hajduk Split,3.0,SuperSport HNL,Defensive Midfield
Nahuel Tenaglia,27,Deportivo Alavés,3.0,LaLiga,Right-Back
Ilzat Akhmetov,26,Zenit St. Petersburg,3.0,Premier Liga,Attacking Midfield
Rob Dickie,27,Bristol City,3.0,Championship,Centre-Back
Samuel Gustafson,28,Urawa Red Diamonds,3.0,J1 League,Defensive Midfield
Sergiy Sydorchuk,32,KVC Westerlo,3.0,Jupiler Pro League,Defensive Midfield
Fabiano,23,Moreirense FC,3.0,Liga Portugal,Right-Back
Omar Mascarell,30,RCD Mallorca,3.0,LaLiga,Defensive Midfield
Mathieu Cafaro,26,AS Saint-Étienne,3.0,Ligue 2,Right Winger
Ibrahima Niane,24,Angers SCO,3.0,Ligue 2,Centre-Forward
Tyler Roberts,24,Birmingham City,3.0,Championship,Centre-Forward
Andreas Bouchalakis,30,Hertha BSC,3.0,2. Bundesliga,Central Midfield
Mário Fernandes,32,Zenit St. Petersburg,3.0,Premier Liga,Right-Back
Nikita Saltykov,19,Lokomotiv Moscow,3.0,Premier Liga,Left Winger
Ignace Van der Brempt,21,Hamburger SV,3.0,2. Bundesliga,Right-Back
Ebrima Colley,23,BSC Young Boys,3.0,Super League,Right Winger
Jamie Leweling,22,VfB Stuttgart,3.0,Bundesliga,Right Winger
Ercan Kara,27,Samsunspor,3.0,Süper Lig,Centre-Forward
Selim Amallah,26,Valencia CF,3.0,LaLiga,Attacking Midfield
Luca Waldschmidt,27,1.FC Köln,3.0,Bundesliga,Centre-Forward
Nathaniel Brown,20,1.FC Nuremberg,3.0,2. Bundesliga,Left-Back
Luka Romero,18,AC Milan,3.0,Serie A,Right Winger
Timo Baumgartl,27,FC Schalke 04,3.0,2. Bundesliga,Centre-Back
Ísak Bergmann Jóhannesson,20,Fortuna Düsseldorf,3.0,2. Bundesliga,Central Midfield
Paul Wanner,17,SV 07 Elversberg,3.0,2. Bundesliga,Right Winger
Leonidas Stergiou,21,VfB Stuttgart,3.0,Bundesliga,Centre-Back
Keven Schlotterbeck,26,VfL Bochum,3.0,Bundesliga,Centre-Back
Michaël Cuisance,24,VfL Osnabrück,3.0,2. Bundesliga,Central Midfield
Bartol Franjic,23,SV Darmstadt 98,3.0,Bundesliga,Defensive Midfield
Víctor Mollejo,22,Real Zaragoza,3.0,LaLiga2,Left Winger
Álex Collado,24,Real Betis Balompié,3.0,LaLiga,Right Winger
Olivier Ntcham,27,Samsunspor,3.0,Süper Lig,Attacking Midfield
Patric Pfeiffer,23,FC Augsburg,3.0,Bundesliga,Centre-Back
Edinson Cavani,36,CA Boca Juniors,3.0,Copa de la Liga,Centre-Forward
Ezequiel Bullaude,22,CA Boca Juniors,3.0,Copa de la Liga,Attacking Midfield
Veljko Birmancevic,25,AC Sparta Prague,3.0,Fortuna Liga,Right Winger
Vasilios Barkas,29,FC Utrecht,3.0,Eredivisie,Goalkeeper
Ayo Akinola,23,San Jose Earthquakes,3.0,MLS,Centre-Forward
Johan Mojica,30,CA Osasuna,3.0,LaLiga,Left-Back
Emanuel Aiwu,22,Birmingham City,3.0,Championship,Centre-Back
Oier Zarraga,24,Udinese Calcio,3.0,Serie A,Central Midfield
Joaquín Sosa,21,GNK Dinamo Zagreb,3.0,SuperSport HNL,Centre-Back
Joaquín Fernández,27,Trabzonspor,3.0,Süper Lig,Centre-Back
Wesley Moraes,26,Stoke City,3.0,Championship,Centre-Forward
Iké Ugbo,24,Cardiff City,3.0,Championship,Centre-Forward
Jonathan Panzo,22,Cardiff City,3.0,Championship,Centre-Back
Zé Ivaldo,26,Cruzeiro Esporte Clube,3.0,Série A,Centre-Back
Rafael Elias,24,Cruzeiro Esporte Clube,3.0,Série A,Centre-Forward
Iñigo Ruiz de Galarreta,29,Athletic Bilbao,3.0,LaLiga,Central Midfield
Mark-Anthony Kaye,28,New England Revolution,3.0,MLS,Central Midfield
Roberto López,23,CD Tenerife,3.0,LaLiga2,Attacking Midfield
Jackson Porozo,22,Olympiacos Piraeus,3.0,Super League 1,Centre-Back
Sotiris Alexandropoulos,21,Olympiacos Piraeus,3.0,Super League 1,Central Midfield
Daniel Maldini,21,FC Empoli,3.0,Serie A,Attacking Midfield
Becir Omeragic,21,Montpellier HSC,3.0,Ligue 1,Centre-Back
Allan Campbell,25,Millwall FC,3.0,Championship,Central Midfield
Emanuel Mammana,27,CA Vélez Sarsfield,3.0,Liga Profesional,Centre-Back
James Beadle,19,Sheffield Wednesday,3.0,Championship,Goalkeeper
John Buckley,23,Sheffield Wednesday,3.0,Championship,Central Midfield
Ilias Akhomach,19,Villarreal CF,3.0,LaLiga,Right Winger
Tiago Dantas,22,AZ Alkmaar,3.0,Eredivisie,Central Midfield
Álex Sola,24,Deportivo Alavés,3.0,LaLiga,Right-Back
Jacob Bruun Larsen,24,Burnley FC,3.0,Premier League,Left Winger
Diber Cambindo,27,Club Necaxa,3.0,Liga MX Apertura,Centre-Forward
Benjamin Mendy,29,FC Lorient,3.0,Ligue 1,Left-Back
Jorge Morel,25,Club Cerro Porteño,3.0,Primera División Clausura,Centre-Back
Bartosz Bialek,21,KAS Eupen,3.0,Jupiler Pro League,Centre-Forward
Rodrigo Gomes,20,GD Estoril Praia,3.0,Liga Portugal,Right Winger
Óscar Plano,32,Elche CF,3.0,LaLiga2,Right Winger
Nicolás Castro,22,Elche CF,3.0,LaLiga2,Attacking Midfield
Fer Niño,22,Burgos CF,3.0,LaLiga2,Centre-Forward
Gonzalo Abrego,23,US Cremonese,3.0,Serie B,Central Midfield
Luke Cundle,21,Plymouth Argyle,3.0,Championship,Central Midfield
Steven Nzonzi,34,Konyaspor,3.0,Süper Lig,Defensive Midfield
Alemão,25,Real Oviedo,3.0,LaLiga2,Centre-Forward
Darwin Machís,30,Cádiz CF,3.0,LaLiga,Left Winger
Robert Navarro,21,Cádiz CF,3.0,LaLiga,Attacking Midfield
Daniel Maldini,22,AC Monza,3.0,Serie A,Attacking Midfield
Giorgio Cittadini,21,AC Monza,3.0,Serie A,Centre-Back
Wilfried Kanga,25,Standard Liège,3.0,Jupiler Pro League,Centre-Forward
Kamal Sowah,23,Standard Liège,3.0,Jupiler Pro League,Right Winger
Óscar Romero,31,Pendikspor,3.0,Süper Lig,Attacking Midfield
Iddrisu Baba,27,UD Almería,3.0,LaLiga,Central Midfield
Ilaix Moriba,20,Getafe CF,3.0,LaLiga,Central Midfield
Diego Rico,30,Getafe CF,3.0,LaLiga,Left-Back
Nahuel Bustos,24,CA Talleres,3.0,Copa de la Liga,Centre-Forward
Lautaro Morales,23,CA Talleres,3.0,Copa de la Liga,Goalkeeper
Emanuel Gularte,25,Querétaro FC,3.0,Liga MX Apertura,Centre-Back
Janis Antiste,21,AC Reggiana 1919,3.0,Serie B,Centre-Forward
Yohan Boli,29,Al-Gharafa SC,3.0,Stars League,Centre-Forward
Alessio Cragno,29,US Sassuolo,3.0,Serie A,Goalkeeper
Hugo Mallo,32,Sport Club Internacional,3.0,Série A,Right-Back
Guillermo Martínez,28,UNAM Pumas,3.0,Liga MX Apertura,Centre-Forward
Andre Shinyashiki,26,Neftchi Baku,3.0,Premyer Liqa,Centre-Forward
Luca Mazzitelli,27,Frosinone Calcio,3.0,Serie A,Defensive Midfield
Kaio Jorge,21,Frosinone Calcio,3.0,Serie A,Centre-Forward
Latif Blessing,26,Toronto FC,3.0,MLS,Attacking Midfield
Eduardo Bauermann,27,Alanyaspor,3.0,Süper Lig,Centre-Back
Paulo Gazzaniga,31,Girona FC,3.0,LaLiga,Goalkeeper
Daley Blind,33,Girona FC,3.0,LaLiga,Centre-Back
Pablo Torre,20,Girona FC,3.0,LaLiga,Central Midfield
Carlos González,30,Club Tijuana,3.0,Liga MX Apertura,Centre-Forward
Jalil Elías,27,Johor Darul Ta'zim,3.0,N/A,Defensive Midfield
Jon Morcillo,24,SD Amorebieta,3.0,LaLiga2,Left Winger
Kamil Piatkowski,23,Granada CF,3.0,LaLiga,Centre-Back
Leonardo,26,Zhejiang FC,3.0,Super League,Centre-Forward
Haris Belkebla,29,Ohod Club,3.0,Saudi First Division League,Central Midfield
Virgil Misidjan,29,Al-Tai FC,3.0,Saudi Pro League,Left Winger
Pêpê,26,Pafos FC,3.0,Protathlima Cyta,Central Midfield
Julian Gressel,30,Inter Miami CF,3.0,MLS,Right Midfield
Álex Collado,24,Al-Okhdood Club,3.0,Saudi Pro League,Right Winger
Marino Hinestroza,21,Columbus Crew,1.0,MLS,Left Winger
Thomas Kaminski,30,Luton Town,2.2,Premier League,Goalkeeper
Yayah Kallon,22,Hellas Verona,1.5,Serie A,Right Winger
Kristoffer Olsson,28,FC Midtjylland,2.5,Superliga,Central Midfield
Diego Moreira,19,Olympique Lyon,2.0,Ligue 1,Left Winger
Ljubo Puljic,16,FC Bayern Munich U17 ,,U17-Bundesliga South/Southwest,Centre-Back
Santiago Solari,25,Racing Club,2.8,Liga Profesional,Right Winger
Aleksandr Kovalenko,19,Zenit St. Petersburg,2.8,Premier Liga,Central Midfield
Gonzalo Villar,25,Granada CF,2.8,LaLiga,Central Midfield
Sory Kaba,28,UD Las Palmas,2.8,LaLiga,Centre-Forward
Hayao Kawabe,27,Standard Liège,2.8,Jupiler Pro League,Central Midfield
Saba Lobjanidze,28,Atlanta United FC,2.8,MLS,Left Winger
Mame Thiam,31,Pendikspor,2.8,Süper Lig,Centre-Forward
Krystian Bielik,25,Birmingham City,2.8,Championship,Defensive Midfield
Dujon Sterling,23,Rangers FC,2.8,Premiership,Right-Back
Emre Kılınç,28,Samsunspor,2.8,Süper Lig,Left Winger
Lautaro Giannetti,30,Udinese Calcio,2.8,Serie A,Centre-Back
Luis Binks,21,Coventry City,2.8,Championship,Centre-Back
Fabio Borini,32,UC Sampdoria,2.8,Serie B,Left Winger
Alejandro Pozuelo,31,Al-Jazira (Abu Dhabi),2.8,UAE Pro League,Attacking Midfield
Scott Twine,24,Hull City,2.8,Championship,Attacking Midfield
Luca Moro,22,Spezia Calcio,2.8,Serie B,Centre-Forward
Dimitrios Pelkas,29,Basaksehir FK,2.8,Süper Lig,Attacking Midfield
Rogelio Funes Mori,32,UNAM Pumas,2.8,Liga MX Apertura,Centre-Forward
Enes Sali,17,FC Dallas,1.3,MLS,Left Winger
Nicolò Turco,19,Red Bull Salzburg,0.5,Bundesliga,Centre-Forward
Abdullah Al-Ammar,29,Al-Ahli SFC,0.75,Saudi Pro League,Left-Back
Santiago Mouriño,21,Atlético de Madrid,0.5,LaLiga,Centre-Back
Zan Vipotnik,21,FC Girondins Bordeaux,2.0,Ligue 2,Centre-Forward
El Hadji Malick Diouf,19,SK Slavia Prague,1.3,Fortuna Liga,Left-Back
Mikkel Kaufmann,22,1.FC Union Berlin,2.7,Bundesliga,Centre-Forward
Thomas Beelen,22,Feyenoord Rotterdam,2.0,Eredivisie,Centre-Back
Anis Slimane,22,Sheffield United,2.5,Premier League,Central Midfield
Kristoffer Lund,21,Palermo FC,1.5,Serie B,Left-Back
Damián Bobadilla,22,São Paulo Futebol Clube,2.0,Série A,Central Midfield
Abdou Harroui,25,Frosinone Calcio,2.7,Serie A,Central Midfield
Santiago Núñez,23,Santos Laguna,2.7,Liga MX Apertura,Centre-Back
Phillip Tietz,26,FC Augsburg,2.7,Bundesliga,Centre-Forward
Rayyan Baniya,24,Trabzonspor,2.7,Süper Lig,Centre-Back
Sergio Barreto,24,CF Pachuca,2.7,Liga MX Apertura,Centre-Back
Bendegúz Bolla,23,Servette FC,2.7,Super League,Right-Back
Mohamed Ali Ben Romdhane,23,Ferencvárosi TC,2.7,NB I.,Central Midfield
Dimitrios Goutas,29,Cardiff City,2.7,Championship,Centre-Back
Emam Ashour,25,El Ahly Cairo,2.0,Premier League,Central Midfield
Seedy Jatta,20,SK Sturm Graz,1.0,Bundesliga,Centre-Forward
Umut Güneş,23,Trabzonspor,2.6,Süper Lig,Central Midfield
Jonas Svensson,30,Besiktas JK,2.6,Süper Lig,Right-Back
Ahmed Hassan,30,Pendikspor,2.6,Süper Lig,Centre-Forward
Assan Ceesay,29,Damac FC,2.5,Saudi Pro League,Centre-Forward
Carlo Holse,24,Samsunspor,2.5,Süper Lig,Right Winger
Raniele,27,Sport Club Corinthians Paulista,1.5,Série A,Defensive Midfield
João Basso,26,Santos FC,1.5,Série A,Centre-Back
Mattia Aramu,28,Genoa CFC,2.2,Serie A,Attacking Midfield
Nazariy Rusyn,24,Sunderland AFC,2.0,Championship,Centre-Forward
Kevin Van Den Kerkhof,27,FC Metz,2.0,Ligue 1,Right-Back
Hyun-jun Yang,21,Celtic FC,0.7,Premiership,Right Winger
Yann Gboho,22,FC Toulouse,2.5,Ligue 1,Attacking Midfield
Niklas Schmidt,25,FC Toulouse,2.5,Ligue 1,Attacking Midfield
Aliou Baldé,20,OGC Nice,0.8,Ligue 1,Left Winger
Milutin Osmajic,24,Preston North End,2.0,Championship,Centre-Forward
Mehdi Léris,25,Stoke City,2.5,Championship,Right Winger
Casper De Norre,26,Millwall FC,2.5,Championship,Central Midfield
David Møller Wolfe,21,AZ Alkmaar,2.5,Eredivisie,Left-Back
Zakaria El Ouahdi,21,KRC Genk,0.8,Jupiler Pro League,Right-Back
Oumar Diakité,19,Stade Reims,1.5,Ligue 1,Centre-Forward
Noah Darvich,16,FC Barcelona Atlètic,,Primera Federación - Gr. I,Attacking Midfield
Jaime Seoane,26,Real Oviedo,2.5,LaLiga2,Central Midfield
Róbert Bozeník,23,Boavista FC,1.0,Liga Portugal,Centre-Forward
Gonzalo Escalante,30,Cádiz CF,2.0,LaLiga,Central Midfield
Ángel Sepúlveda,32,CD Cruz Azul,1.0,Liga MX Apertura,Centre-Forward
Seydou Sano,18,Al-Gharafa SC,0.15,Stars League,Centre-Back
Filippo Missori,19,US Sassuolo,0.8,Serie A,Right-Back
Svit Seslar,21,Eyüpspor,1.2,1.Lig,Attacking Midfield
Rafael Ratão,27,Esporte Clube Bahia,2.5,Série A,Left Winger
Andrés Ferrari,20,Villarreal CF B,2.0,LaLiga2,Centre-Forward
Saviour Godwin,27,Al-Okhdood Club,1.5,Saudi Pro League,Left Winger
Kevin Nisbet,26,Millwall FC,2.5,Championship,Centre-Forward
Imanol Machuca,23,Fortaleza Esporte Clube,2.5,Série A,Right Winger
Pedro Díaz,25,FC Girondins Bordeaux,2.5,Ligue 2,Central Midfield
Szymon Wlodarczyk,20,SK Sturm Graz,2.5,Bundesliga,Centre-Forward
Markus Solbakken,23,AC Sparta Prague,2.5,Fortuna Liga,Defensive Midfield
Lucas Olaza,29,FK Krasnodar,2.5,Premier Liga,Left-Back
Marko Dugandžić,29,Al-Tai FC,2.5,Saudi Pro League,Centre-Forward
Marcos André,26,Real Valladolid CF,2.5,LaLiga2,Centre-Forward
Ander Guevara,26,Deportivo Alavés,2.5,LaLiga,Central Midfield
Kevin Mantilla,20,CA Talleres,2.5,Copa de la Liga,Centre-Back
Kwadwo Opoku,21,CF Montréal,2.5,MLS,Right Winger
Landry Dimata,26,Samsunspor,2.5,Süper Lig,Centre-Forward
Erik Palmer-Brown,26,Panathinaikos FC,2.5,Super League 1,Centre-Back
Aleksandar Pesic,31,Ferencvárosi TC,2.5,NB I.,Centre-Forward
Jacob Ondrejka,20,Royal Antwerp FC,2.5,Jupiler Pro League,Right Winger
Gabriel Silva,21,CD Santa Clara,2.5,Liga Sabseg,Right Winger
Faïz Selemani,29,Al-Hazem SC,2.5,Saudi Pro League,Left Winger
Alexander Hack,29,Al-Qadsiah FC,2.5,Saudi First Division League,Centre-Back
Tai Baribo,25,Philadelphia Union,2.5,MLS,Centre-Forward
Hendrik Van Crombrugge,30,KRC Genk,2.5,Jupiler Pro League,Goalkeeper
Zuriko Davitashvili,22,FC Girondins Bordeaux,2.5,Ligue 2,Right Winger
Jérémy Livolant,25,FC Girondins Bordeaux,2.5,Ligue 2,Left Winger
Gastón Togni,25,Defensa y Justicia,2.5,Copa de la Liga,Left Winger
Sean Klaiber,29,Bröndby IF,2.5,Superliga,Right-Back
Bamo Meïté,21,Olympique Marseille,2.5,Ligue 1,Centre-Back
Carel Eiting,25,Twente Enschede FC,2.5,Eredivisie,Central Midfield
William Troost-Ekong,29,PAOK Thessaloniki,2.5,Super League 1,Centre-Back
Bruno Onyemaechi,24,Boavista FC,2.5,Liga Portugal,Left-Back
Mirko Topic,22,FC Famalicão,2.5,Liga Portugal,Defensive Midfield
Sam Adekugbe,28,Vancouver Whitecaps FC,2.5,MLS,Left-Back
Christopher Lenz,28,RB Leipzig,2.5,Bundesliga,Left-Back
Dominik Schmid,25,FC Basel 1893,2.5,Super League,Left-Back
Paul Seguin,28,FC Schalke 04,2.5,2. Bundesliga,Central Midfield
Immanuel Pherai,22,Hamburger SV,2.5,2. Bundesliga,Attacking Midfield
Blas Armoa,22,Club Atlético Tigre,2.5,Copa de la Liga,Left Winger
Dean Huijsen,18,AS Roma,2.5,Serie A,Centre-Back
Bernardo,28,VfL Bochum,2.5,Bundesliga,Centre-Back
Oumar Gonzalez,25,Al-Raed SFC,2.5,Saudi Pro League,Centre-Back
Brenno,24,SSC Bari,2.5,Serie B,Goalkeeper
Gabriel Vidovic,19,GNK Dinamo Zagreb,2.5,SuperSport HNL,Left Winger
Bradley Locko,21,Stade Brestois 29,2.5,Ligue 1,Left-Back
Facundo Almada,25,Mazatlán FC,2.5,Liga MX Apertura,Centre-Back
Julian Gressel,29,Columbus Crew,2.5,MLS,Right Midfield
Arijan Ademi,32,GNK Dinamo Zagreb,2.5,SuperSport HNL,Defensive Midfield
Nuno Santos,24,Vitória Guimarães SC,2.5,Liga Portugal,Attacking Midfield
Andrés Perea,22,New York City FC,2.5,MLS,Defensive Midfield
Shapi Suleymanov,23,Aris Thessaloniki,2.5,Super League 1,Right Winger
Abdelhamid Sabiri,26,Al-Fayha FC,2.5,Saudi Pro League,Attacking Midfield
Jacob Christensen,22,1.FC Köln,2.5,Bundesliga,Defensive Midfield
Faride Alidou,22,1.FC Köln,2.5,Bundesliga,Left Winger
Gaétan Weissbeck,26,FC Girondins Bordeaux,2.5,Ligue 2,Attacking Midfield
Fabian Reese,25,Hertha BSC,2.5,2. Bundesliga,Left Winger
Maxime Dupé,30,RSC Anderlecht,2.5,Jupiler Pro League,Goalkeeper
Ludwig Augustinsson,29,RSC Anderlecht,2.5,Jupiler Pro League,Left-Back
Wahid Faghir,19,SV 07 Elversberg,2.5,2. Bundesliga,Centre-Forward
Gustavo Sauer,30,Caykur Rizespor,2.5,Süper Lig,Right Winger
Ahmad Nourollahi,30,Al-Wahda FC,2.5,UAE Pro League,Central Midfield
Finn Dahmen,25,FC Augsburg,2.5,Bundesliga,Goalkeeper
Masaya Okugawa,27,FC Augsburg,2.5,Bundesliga,Attacking Midfield
Neraysho Kasanwirjo,21,Rapid Vienna,2.5,Bundesliga,Right-Back
Ryan Manning,27,Southampton FC,2.5,Championship,Left-Back
Mateo Tanlongo,20,FC Copenhagen,2.5,Superliga,Defensive Midfield
Ryan Flamingo,20,FC Utrecht,2.5,Eredivisie,Centre-Back
Toni Lato,25,RCD Mallorca,2.5,LaLiga,Left-Back
Felix Mambimbi,22,FC St. Gallen 1879,2.5,Super League,Left Winger
Bersant Celina,26,AIK Solna,2.5,Allsvenskan,Attacking Midfield
Michael Folorunsho,25,Hellas Verona,2.5,Serie A,Central Midfield
Naci Ünüvar,20,Twente Enschede FC,2.5,Eredivisie,Left Winger
Liziero,25,Yverdon Sport FC,2.5,Super League,Central Midfield
Oliver Burke,26,Birmingham City,2.5,Championship,Centre-Forward
Raúl Moro,20,Real Valladolid CF,2.5,LaLiga2,Left Winger
Mariano Díaz,30,Sevilla FC,2.5,LaLiga,Centre-Forward
Liam Henderson,27,Palermo FC,2.5,Serie B,Central Midfield
Daley Sinkgraven,28,UD Las Palmas,2.5,LaLiga,Left-Back
Pontus Jansson,32,Malmö FF,2.5,Allsvenskan,Centre-Back
Rareș Ilie,20,FC Lausanne-Sport,2.5,Super League,Left Winger
Samuel Kalu,26,FC Lausanne-Sport,2.5,Super League,Right Winger
Alexander Barboza,28,Botafogo de Futebol e Regatas,2.5,Série A,Centre-Back
Gerrit Holtmann,28,Antalyaspor,2.5,Süper Lig,Left Winger
Aaron Ramsey,32,Cardiff City,2.5,Championship,Central Midfield
Stéphane Diarra,24,AS Saint-Étienne,2.5,Ligue 2,Right Winger
Nicolás Freire,29,Olympiacos Piraeus,2.5,Super League 1,Centre-Back
Ramon,22,RCD Espanyol Barcelona,2.5,LaLiga2,Left-Back
Giuseppe Pezzella,25,FC Empoli,2.5,Serie A,Left-Back
Figueiredo,22,Coritiba Foot Ball Club,2.5,Série B,Left Winger
Mads Bech Sörensen,24,FC Midtjylland,2.5,Superliga,Centre-Back
Ilya Samoshnikov,25,Lokomotiv Moscow,2.5,Premier Liga,Left-Back
Silvan Hefti,26,Montpellier HSC,2.5,Ligue 1,Right-Back
Mousa Al-Tamari,26,Montpellier HSC,2.5,Ligue 1,Right Winger
Tino Kadewere,27,FC Nantes,2.5,Ligue 1,Centre-Forward
Rhys Healey,28,Watford FC,2.5,Championship,Centre-Forward
Ryan Longman,22,Millwall FC,2.5,Championship,Left Winger
Matías Pellegrini,23,CA Vélez Sarsfield,2.5,Liga Profesional,Left Winger
Di'Shon Bernard,22,Sheffield Wednesday,2.5,Championship,Centre-Back
Ally Samatta,30,PAOK Thessaloniki,2.5,Super League 1,Centre-Forward
Giuliano Simeone,20,Deportivo Alavés,2.5,LaLiga,Centre-Forward
Tiemoué Bakayoko,29,FC Lorient,2.5,Ligue 1,Defensive Midfield
Joris Kayembe,28,KRC Genk,2.5,Jupiler Pro League,Left-Back
Dmitriy Poloz,32,Torpedo Moscow,2.5,1.Division,Left Winger
Zack Steffen,28,Colorado Rapids,2.5,MLS,Goalkeeper
Omir Fernandez,24,Colorado Rapids,2.5,MLS,Right Winger
Juan Fernando Quintero,30,Racing Club,2.5,Copa de la Liga,Attacking Midfield
Konrad de la Fuente,22,SD Eibar,2.5,LaLiga2,Left Winger
Ignacio Pussetto,27,CA Huracán,2.5,Copa de la Liga,Right Winger
Paul Bernardoni,26,Konyaspor,2.5,Süper Lig,Goalkeeper
Aboubakar Kamara,28,Al-Jazira (Abu Dhabi),2.5,UAE Pro League,Centre-Forward
Javi Hernández,25,Cádiz CF,2.5,LaLiga,Left-Back
Aylton Boa Morte,29,Kayserispor,2.5,Süper Lig,Right Winger
Bilal Boutobba,24,Clermont Foot 63,2.5,Ligue 1,Right Winger
Choco Lozano,30,Getafe CF,2.5,LaLiga,Centre-Forward
M'Baye Niang,28,Adana Demirspor,2.5,Süper Lig,Centre-Forward
Edouard Michut,20,Adana Demirspor,2.5,Süper Lig,Central Midfield
Kamory Doumbia,20,Stade Brestois 29,2.5,Ligue 1,Attacking Midfield
Lucas Di Yorio,26,CF Pachuca,2.5,Liga MX Apertura,Centre-Forward
Luca D'Andrea,18,US Catanzaro,2.5,Serie B,Right Winger
Fernando,36,Vila Nova Futebol Clube (GO),2.5,Série B,Defensive Midfield
Richie Laryea,28,Vancouver Whitecaps FC,2.5,MLS,Right-Back
Raymundo Fulgencio,23,Atlas Guadalajara,2.5,Liga MX Apertura,Left Winger
Jhon Murillo,28,Atlas Guadalajara,2.5,Liga MX Apertura,Right Winger
Kevin Bonifazi,27,Frosinone Calcio,2.5,Serie A,Centre-Back
Everton Ribeiro,34,Esporte Clube Bahia,2.5,Série A,Attacking Midfield
Jon Karrikaburu,21,FC Andorra,2.5,LaLiga2,Centre-Forward
Victor Lekhal,29,Umm Salal SC,2.5,Stars League,Defensive Midfield
Tomás Galván,23,Club Atlético Tigre,2.5,Liga Profesional,Attacking Midfield
Déiber Caicedo,23,Junior FC,2.5,Liga Dimayor I,Left Winger
Eddie Salcedo,21,CD Eldense,2.5,LaLiga2,Centre-Forward
Mamadou Loum,26,Al-Raed SFC,2.5,Saudi Pro League,Defensive Midfield
Luciano Vietto,29,Al-Qadsiah FC,2.5,Saudi First Division League,Centre-Forward
Guy Mbenza,23,Muaither SC,2.5,Stars League,Centre-Forward
Alexandru Mitriţă,28,CS Universitatea Craiova,2.5,SuperLiga,Left Winger
Wilder Cartagena,29,Orlando City SC,2.5,MLS,Defensive Midfield
José Esquivel,25,Mazatlán FC,2.5,Liga MX Apertura,Defensive Midfield
Maximiliano Romero,24,Racing Club,2.3,Liga Profesional,Centre-Forward
Doğucan Haspolat,23,KVC Westerlo,2.4,Jupiler Pro League,Defensive Midfield
Manu Vallejo,26,Real Zaragoza,2.4,LaLiga2,Second Striker
Efkan Bekiroğlu,27,MKE Ankaragücü,2.4,Süper Lig,Attacking Midfield
Giorgi Chakvetadze,23,Watford FC,2.4,Championship,Attacking Midfield
Gennaro Tutino,26,Cosenza Calcio,2.4,Serie B,Centre-Forward
Bernard Mensah,28,Al-Tai FC,2.4,Saudi Pro League,Attacking Midfield
Gastón Martirena,23,Racing Club,1.2,Copa de la Liga,Right-Back
Omri Gandelman,23,KAA Gent,1.5,Jupiler Pro League,Central Midfield
Mohammad Amin Hazbavi,20,Al-Sadd SC,0.55,Stars League,Centre-Back
Ashley Phillips,18,Tottenham Hotspur,2.0,Premier League,Centre-Back
Tobias Gulliksen,20,FK Bodø/Glimt,1.7,Eliteserien,Right Winger
Ross McCrorie,25,Bristol City,1.0,Championship,Defensive Midfield
Bobby Thomas,22,Coventry City,0.45,Championship,Centre-Back
Franco González,19,CA Peñarol,2.3,Primera División Clausura,Attacking Midfield
Andrei Cordea,24,Al-Tai FC,2.3,Saudi Pro League,Right Winger
Matus Bero,27,VfL Bochum,2.3,Bundesliga,Central Midfield
Taylan Antalyalı,28,Samsunspor,2.3,Süper Lig,Central Midfield
Maximiliano Romero,24,AA Argentinos Juniors,2.3,Liga Profesional,Centre-Forward
